page_url,제품명,제품 소개,cate1,cate2,가격,성별,XS이하,S,M,L,XL이상
https://www.nike.com/kr/t/스포츠웨어-에센셜-여성-박시-티셔츠-YDJePold/DD1238-634,여성 박시 티셔츠,나이키 스포츠웨어 에센셜,탑 & 티셔츠,반팔,"49,000 원",W,0,0,1,0,1
https://www.nike.com/kr/t/원-릴랙스드-여성-드라이-핏-반팔-탑-ZTpflgMq/FN2815-010,여성 드라이 핏 반팔 탑,나이키 원 릴랙스드,탑 & 티셔츠,반팔,"55,000 원",W,0,1,0,0,0
https://www.nike.com/kr/t/에어-조던-워드마크-85-남성-티셔츠-Uf95fsbq/HF3447-085,남성 티셔츠,에어 조던 워드마크 85,탑 & 티셔츠,반팔,"69,000 원",W,0,0,0,0,1
https://www.nike.com/kr/t/드라이-핏-여성-티셔츠-JeudaG3V/DX0688-100,여성 티셔츠,나이키 드라이 핏,탑 & 티셔츠,반팔,"39,000 원",W,0,0,1,0,0
https://www.nike.com/kr/t/젠비-립-여성-드라이-핏-반팔-탑-ylfoXUYm/HF2773-478,여성 드라이 핏 반팔 탑,나이키 젠비 립,탑 & 티셔츠,반팔,"85,000 원",W,0,1,1,1,0
https://www.nike.com/kr/t/스포츠웨어-여성-오버사이즈-프렌치-테리-슈러그-Qq0vlcOJ/FV7510-010,여성 오버사이즈 프렌치 테리 슈러그,나이키 스포츠웨어,탑 & 티셔츠,반팔,"95,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-칠-니트-여성-티셔츠-kdwsDjZe/FV5509-010,여성 티셔츠,나이키 스포츠웨어 칠 니트,탑 & 티셔츠,반팔,"49,000 원",W,0,0,0,1,0
https://www.nike.com/kr/t/에어-조던-남성-데님-탑-G0gqawaJ/FZ2131-010,남성 데님 탑,에어 조던,탑 & 티셔츠,반팔,"139,000 원",W,0,0,0,0,1
https://www.nike.com/kr/t/스포츠웨어-여성-티셔츠-JEK8ZbjZ/HQ4329-100,여성 티셔츠,나이키 스포츠웨어,탑 & 티셔츠,반팔,"45,000 원",W,1,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-클럽-남성-티셔츠-62l1iPuq/AR4999-371,남성 티셔츠,나이키 스포츠웨어 클럽,탑 & 티셔츠,반팔,"39,000 원",W,0,0,0,0,1
https://www.nike.com/kr/t/sb-usa-스케이트보딩-티셔츠-rrhGhRAe/FZ8935-417,스케이트보딩 티셔츠,나이키 SB USA,탑 & 티셔츠,반팔,"49,000 원",W,0,0,1,1,1
https://www.nike.com/kr/t/jacquemus-여성-트랙-재킷-UUQC493c/FV5690-073,여성 트랙 재킷,나이키 x Jacquemus,탑 & 티셔츠,반팔,"269,000 원",W,1,1,1,1,1
https://www.nike.com/kr/t/조던-여성-우븐-탑-mtoo1zuT/FV7093-366,여성 우븐 탑,조던,탑 & 티셔츠,반팔,"95,000 원",W,0,1,1,0,0
https://www.nike.com/kr/t/원-피티드-립-여성-드라이-핏-반팔-크롭-탑-MTrD84dq/FV7875-010,여성 드라이 핏 반팔 크롭 탑,나이키 원 피티드 립,탑 & 티셔츠,반팔,"65,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/sb-남성-드라이-핏-adv-반팔-스케이트보딩-폴로-A8X7Yxde/FZ7006-394,남성 드라이 핏 ADV 반팔 스케이트보딩 폴로,나이키 SB,탑 & 티셔츠,반팔,"75,000 원",W,0,0,0,0,0
https://www.nike.com/kr/t/여성-티셔츠-8NB8nXwX/HV9497-010,여성 티셔츠,나이키,탑 & 티셔츠,반팔,"45,000 원",W,0,0,0,0,1
https://www.nike.com/kr/t/sb-반팔-버튼업-스케이트보딩-볼러-셔츠-pvUYlmKX/FZ4059-394,반팔 버튼업 스케이트보딩 볼러 셔츠,나이키 SB,탑 & 티셔츠,반팔,"99,000 원",W,0,0,1,1,1
https://www.nike.com/kr/t/여성-티셔츠-iqPncRZ8/HV9495-010,여성 티셔츠,나이키,탑 & 티셔츠,반팔,"45,000 원",W,0,0,0,1,0
https://www.nike.com/kr/t/스포츠웨어-칠-니트-여성-타이트-스쿱-백-반팔-미니-골지-탑-7EbOxGHP/FN3665-509,여성 타이트 스쿱 백 반팔 미니 골지 탑,나이키 스포츠웨어 칠 니트,탑 & 티셔츠,반팔,"59,000 원",W,0,0,0,1,1
https://www.nike.com/kr/t/원-클래식-여성-드라이-핏-반팔-크롭-트위스트-탑-AhBeAYvQ/FN2852-376,여성 드라이 핏 반팔 크롭 트위스트 탑,나이키 원 클래식,탑 & 티셔츠,반팔,"49,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/조던-여성-그래픽-걸프렌드-티셔츠-HJ3HZVl0/FV7123-100,여성 그래픽 걸프렌드 티셔츠,조던,탑 & 티셔츠,반팔,"69,000 원",W,0,0,1,1,0
https://www.nike.com/kr/t/스포츠웨어-여성-티셔츠-Vsz31Xnc/HQ4327-685,여성 티셔츠,나이키 스포츠웨어,탑 & 티셔츠,반팔,"55,000 원",W,0,1,1,1,0
https://www.nike.com/kr/t/sb-스웨터-베스트-AikondAZ/FV7392-523,스웨터 베스트,나이키 SB,탑 & 티셔츠,민소매 & 탱크탑,"119,000 원",W,0,0,1,0,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-루즈-브이넥-민소매-크롭-탑-cecqtzSJ/FV6317-010,여성 루즈 브이넥 민소매 크롭 탑,나이키 스포츠웨어 피닉스 플리스,탑 & 티셔츠,민소매 & 탱크탑,"79,000 원",W,0,0,0,1,0
https://www.nike.com/kr/t/스포츠웨어-여성-골지-탱크-탑-3yqpANsv/FZ1143-133,여성 골지 탱크 탑,나이키 스포츠웨어,탑 & 티셔츠,민소매 & 탱크탑,"49,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-칠-테리-여성-슬림-크롭-하프집-프렌치-테리-탱크-탑-Tr3Du7uw/FV7492-051,여성 슬림 크롭 하프집 프렌치 테리 탱크 탑,나이키 스포츠웨어 칠 테리,탑 & 티셔츠,민소매 & 탱크탑,"69,000 원",W,0,0,0,1,1
https://www.nike.com/kr/t/엘레이트-여성-라이트-서포트-패드-스포츠-브라-탱크-탑-CuUqR3uc/FN0544-320,여성 라이트 서포트 패드 스포츠 브라 탱크 탑,나이키 엘레이트,탑 & 티셔츠,민소매 & 탱크탑,"69,000 원",W,0,0,1,0,0
https://www.nike.com/kr/t/조던-여성-탱크-tBXWtfUo/DX4701-010,여성 탱크,조던,탑 & 티셔츠,민소매 & 탱크탑,"49,000 원",W,0,0,0,0,1
https://www.nike.com/kr/t/코트-슬램-여성-드라이-핏-테니스-탱크-탑-0KVA10VB/FQ2122-338,여성 드라이 핏 테니스 탱크 탑,나이키코트 슬램,탑 & 티셔츠,민소매 & 탱크탑,"85,000 원",W,0,1,1,1,0
https://www.nike.com/kr/t/젠비-립-여성-드라이-핏-탱크-탑-lDpucjuJ/HF2766-634,여성 드라이 핏 탱크 탑,나이키 젠비 립,탑 & 티셔츠,민소매 & 탱크탑,"75,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/러닝-디비전-여성-드라이-핏-포켓-러닝-탱크-탑-hHt17bxI/FV6382-629,여성 드라이 핏 포켓 러닝 탱크 탑,나이키 러닝 디비전,탑 & 티셔츠,민소매 & 탱크탑,"85,000 원",W,0,0,0,0,1
https://www.nike.com/kr/t/토트넘-홋스퍼-2024-25-스타디움-어웨이-남성-드라이-핏-축구-레플리카-저지-0C28yGIc/FN8788-480,남성 나이키 드라이 핏 축구 레플리카 저지,토트넘 홋스퍼 2024/25 스타디움 어웨이,탑 & 티셔츠,저지,"129,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/파리-생제르맹-2024-25-스타디움-어웨이-남성-드라이-핏-축구-레플리카-저지-Pxy68QTa/FN8781-101,남성 나이키 드라이 핏 축구 레플리카 저지,파리 생제르맹 2024/25 스타디움 어웨이,탑 & 티셔츠,저지,"129,000 원",W,0,0,1,1,1
https://www.nike.com/kr/t/스포츠웨어-에센셜-여성-오버사이즈-긴팔-폴로-i1unIP06/FZ5814-338,여성 오버사이즈 긴팔 폴로,나이키 스포츠웨어 에센셜,탑 & 티셔츠,폴로,"79,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-에센셜-여성-반팔-폴로-탑-DvZlQXQv/DV7885-104,여성 반팔 폴로 탑,나이키 스포츠웨어 에센셜,탑 & 티셔츠,폴로,"59,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-여성-반팔-폴로-탑-sSjKslKc/HJ6852-100,여성 반팔 폴로 탑,나이키 스포츠웨어,탑 & 티셔츠,폴로,"65,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/드라이-핏-빅토리-여성-긴팔-골프-폴로-uR2sKQ6u/DH2317-010,여성 긴팔 골프 폴로,나이키 드라이 핏 빅토리,탑 & 티셔츠,폴로,"89,000 원",W,0,1,1,0,0
https://www.nike.com/kr/t/sb-남성-드라이-핏-adv-반팔-스케이트보딩-폴로-A8X7Yxde/FZ7006-394,남성 드라이 핏 ADV 반팔 스케이트보딩 폴로,나이키 SB,탑 & 티셔츠,폴로,"75,000 원",W,0,0,0,0,0
https://www.nike.com/kr/t/드라이-핏-빅토리-여성-골프-폴로-UFa2CFju/DH2310-010,여성 골프 폴로,나이키 드라이 핏 빅토리,탑 & 티셔츠,폴로,"79,000 원",W,0,1,0,0,0
https://www.nike.com/kr/t/에어-조던-여성-니트-베스트-BadPVahQ/FV7114-133,여성 니트 베스트,에어 조던,탑 & 티셔츠,버튼다운 & 플란넬,"175,000 원",W,0,1,1,1,0
https://www.nike.com/kr/t/스포츠웨어-클럽-플리스-여성-크루넥-스웻셔츠-CTqPQVRi/HV6499-141,여성 크루넥 스웻셔츠,나이키 스포츠웨어 클럽 플리스,후디 & 크루,풀오버,"79,000 원",W,1,1,1,1,1
https://www.nike.com/kr/t/조던-브루클린-플리스-여성-프렌치-테리-크루넥-스웻셔츠-onbpAWne/HV1749-063,여성 프렌치 테리 크루넥 스웻셔츠,조던 브루클린 플리스,후디 & 크루,풀오버,"85,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/조던-브루클린-플리스-여성-그래픽-크루넥-스웻셔츠-rGIhMGKg/HM5499-341,여성 그래픽 크루넥 스웻셔츠,조던 브루클린 플리스,후디 & 크루,풀오버,"95,000 원",W,0,1,1,1,0
https://www.nike.com/kr/t/원-여성-써마-핏-오버사이즈-하프집-플리스-탑-CeKdtais/FV7956-338,여성 써마 핏 오버사이즈 하프집 플리스 탑,나이키 원,후디 & 크루,풀오버,"105,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/조던-플라이트-플리스-여성-크롭-스웻셔츠-kbSkwFgH/FV7153-601,여성 크롭 스웻셔츠,조던 플라이트 플리스,후디 & 크루,풀오버,"129,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/acg-캔웰-글레이셔-남성-써마-핏-adv-윈드프루프-재킷-R4wglt1w/FV8654-247,남성 써마 핏 ADV 윈드프루프 재킷,나이키 ACG '캔웰 글레이셔',후디 & 크루,풀오버,"209,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-오버사이즈-쿼터집-로고-탑-TAdIKkUX/FV7680-218,여성 오버사이즈 쿼터집 로고 탑,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"109,000 원",W,0,0,1,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플러시-여성-슬림-긴팔-코지-플리스-하프집-탑-FypuWCqL/FV8029-010,여성 슬림 긴팔 코지 플리스 하프집 탑,나이키 스포츠웨어 피닉스 플러시,후디 & 크루,풀오버,"79,000 원",W,1,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-클럽-플리스-여성-크루-넥-스웻셔츠-tb1WUeR1/DQ5474-370,여성 크루 넥 스웻셔츠,나이키 스포츠웨어 클럽 플리스,후디 & 크루,풀오버,"75,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-테크-플리스-여성-오버사이즈-크루넥-스웻셔츠-sn1jPZFr/FV8042-370,여성 오버사이즈 크루넥 스웻셔츠,나이키 스포츠웨어 테크 플리스,후디 & 크루,풀오버,"139,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-오버사이즈-크루넥-스웻셔츠-2bxHMb1z/DQ5734-104,여성 오버사이즈 크루넥 스웻셔츠,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"89,000 원",W,0,0,1,1,1
https://www.nike.com/kr/t/코트-헤리티지-여성-오버-오버사이즈-크루넥-그래픽-테니스-스웻셔츠-oqkx4zDO/FQ2243-237,여성 오버 오버사이즈 크루넥 그래픽 테니스 스웻셔츠,나이키코트 헤리티지,후디 & 크루,풀오버,"115,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/sb-플리스-스케이트보딩-크루-2rpsQhOT/FV7354-063,플리스 스케이트보딩 크루,나이키 SB,후디 & 크루,풀오버,"95,000 원",W,0,0,0,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-오버-오버사이즈-크루넥-로고-스웻셔츠-Nm72cDuv/FV7675-218,여성 오버 오버사이즈 크루넥 로고 스웻셔츠,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"109,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-오버사이즈-하프집-크롭-스웻셔츠-KRjRBPik/DQ5768-632,여성 오버사이즈 하프집 크롭 스웻셔츠,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"95,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-오버-오버사이즈-크루넥-스웻셔츠-UMSfkGhe/DQ5762-338,여성 오버-오버사이즈 크루넥 스웻셔츠,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"95,000 원",W,0,0,0,1,0
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-오버사이즈-쿼터집-폴로-Lzhqmdoq/FZ3208-010,여성 오버사이즈 쿼터집 폴로,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"105,000 원",W,0,0,1,0,0
https://www.nike.com/kr/t/조던-플라이트-플리스-여성-크루넥-스웻셔츠-lRPrgHoc/FV7054-601,여성 크루넥 스웻셔츠,조던 플라이트 플리스,후디 & 크루,풀오버,"115,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-여성-오버사이즈-풀집-프렌치-테리-후디-Frt81WFp/FV7516-133,여성 오버사이즈 풀집 프렌치 테리 후디,나이키 스포츠웨어,후디 & 크루,풀오버,"119,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-아티스트-컬렉션-오버-오버사이즈-크루넥-스웻셔츠-P7pkurAN/HF4690-133,오버 오버사이즈 크루넥 스웻셔츠,나이키 스포츠웨어 피닉스 플리스 여성 아티스트 컬렉션,후디 & 크루,풀오버,"109,000 원",W,0,1,1,1,0
https://www.nike.com/kr/t/스포츠웨어-스우시-여성-프렌치-테리-크루-Yf6ugec7/CJ3767-010,여성 프렌치 테리 크루,나이키 스포츠웨어 스우시,후디 & 크루,풀오버,"79,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-오버사이즈-트랙-재킷-XawvZKUi/FZ3205-010,여성 오버사이즈 트랙 재킷,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"105,000 원",W,0,0,0,0,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-오버-오버사이즈-크루넥-프렌치-테리-스웻셔츠-XlyVrb5k/FZ6810-474,여성 오버-오버사이즈 크루넥 프렌치 테리 스웻셔츠,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"95,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-피닉스-플리스-여성-루즈-브이넥-민소매-크롭-탑-cecqtzSJ/FV6317-010,여성 루즈 브이넥 민소매 크롭 탑,나이키 스포츠웨어 피닉스 플리스,후디 & 크루,풀오버,"79,000 원",W,0,0,0,1,0
https://www.nike.com/kr/t/스포츠웨어-여성-오버사이즈-프렌치-테리-슈러그-Qq0vlcOJ/FV7510-010,여성 오버사이즈 프렌치 테리 슈러그,나이키 스포츠웨어,후디 & 크루,풀오버,"95,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-칠-테리-여성-슬림-크롭-하프집-프렌치-테리-탱크-탑-Tr3Du7uw/FV7492-051,여성 슬림 크롭 하프집 프렌치 테리 탱크 탑,나이키 스포츠웨어 칠 테리,후디 & 크루,풀오버,"69,000 원",W,0,0,0,1,1
https://www.nike.com/kr/t/조던-브루클린-플리스-여성-크루넥-스웻셔츠-RZkHJfJK/FV7087-203,여성 크루넥 스웻셔츠,조던 브루클린 플리스,후디 & 크루,풀오버,"89,000 원",W,0,0,1,1,0
https://www.nike.com/kr/t/드라이-핏-원-여성-크루넥-프렌치-테리-스웻셔츠-mnuzTmdu/FB5126-010,여성 크루넥 프렌치 테리 스웻셔츠,나이키 드라이 핏 원,후디 & 크루,풀오버,"85,000 원",W,0,1,1,0,0
https://www.nike.com/kr/t/솔로-스우시-남성-플리스-크루-xn5FjzNR/DX1362-063,남성 플리스 크루,나이키 솔로 스우시,후디 & 크루,풀오버,"119,000 원",W,0,0,1,1,1
https://www.nike.com/kr/t/스포츠웨어-플러시-여성-모드-크롭-크루-넥-스웻셔츠-nJYx8i57/DQ6845-133,여성 모드 크롭 크루넥 스웻셔츠,나이키 스포츠웨어 플러시,후디 & 크루,풀오버,"115,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-여성-오버사이즈-하프집-크롭-플리스-스웻셔츠-KxA21ZFZ/FZ4737-141,여성 오버사이즈 하프집 크롭 플리스 스웻셔츠,나이키 스포츠웨어,후디 & 크루,풀오버,"105,000 원",W,0,0,0,1,1
https://www.nike.com/kr/t/클럽-플리스-남성-긴팔-플리스-폴로-W4uSAnxg/FN3113-365,남성 긴팔 플리스 폴로,나이키 클럽 플리스,후디 & 크루,풀오버,"115,000 원",W,0,1,1,1,0
https://www.nike.com/kr/t/스포츠웨어-여성-벨루어-쿼터집-탑-7Qgl9mgd/DQ5939-010,여성 벨루어 쿼터집 탑,나이키 스포츠웨어,후디 & 크루,풀오버,"115,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-클럽-플리스-크루-oV2XA95Q/BV2663-010,크루,나이키 스포츠웨어 클럽 플리스,후디 & 크루,풀오버,"75,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스포츠웨어-클럽-남성-프렌치-테리-크루-dRCHo4Yw/BV2667-063,남성 프렌치 테리 크루,나이키 스포츠웨어 클럽,후디 & 크루,풀오버,"75,000 원",W,0,0,0,0,1
https://www.nike.com/kr/t/스포츠웨어-클럽-플리스-여성-하프집-스웻셔츠-RLGJjT7S/DQ5839-010,여성 하프집 스웻셔츠,나이키 스포츠웨어 클럽 플리스,후디 & 크루,풀오버,"85,000 원",W,0,1,1,0,0
https://www.nike.com/kr/t/조던-브루클린-플리스-남성-크루넥-스웻셔츠-XeZEoMUL/FV7293-010,남성 크루넥 스웻셔츠,조던 브루클린 플리스,후디 & 크루,풀오버,"85,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/프로-365-여성-8인치-쇼츠-WgfOQ4yP/CZ9841-010,여성 8인치 쇼츠,나이키 프로 365,쇼츠,쇼츠,"49,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/프로-스컬프트-여성-하이웨이스트-3인치-바이커-쇼츠-LG0rhaf5/FV7936-010,여성 하이웨이스트 3인치 바이커 쇼츠,나이키 프로 스컬프트,쇼츠,쇼츠,"65,000 원",W,1,1,1,1,1
https://www.nike.com/kr/t/파리-생제르맹-여성-플리스-쇼츠-L9bK1JzT/FV7752-045,여성 플리스 쇼츠,파리 생제르맹,쇼츠,쇼츠,"69,000 원",W,0,1,0,0,0
https://www.nike.com/kr/t/러닝-디비전-여성-3인치-언라인드-반사-러닝-쇼츠-JTJU2rEO/HF6929-011,여성 3인치 언라인드 반사 러닝 쇼츠,나이키 러닝 디비전,쇼츠,쇼츠,"89,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/드라이-핏-원-여성-미드라이즈-3인치-브리프-라인드-쇼츠-VnECpjjq/DX6011-338,여성 미드라이즈 3인치 브리프 라인드 쇼츠,나이키 드라이 핏 원,쇼츠,쇼츠,"49,000 원",W,0,1,1,1,1
https://www.nike.com/kr/t/스윔-퓨전-로고-테이프-여성-킥-쇼츠-u0t7mTtd/FD3480-010,여성 킥 쇼츠,나이키 스윔 퓨전 로고 테이프,쇼츠,쇼츠,"79,000 원",W,1,1,1,1,1
https://www.nike.com/kr/t/윈드러너-여성-미드라이즈-2인치-우븐-쇼츠-ixu6PjVP/FV7501-010,여성 미드라이즈 2인치 우븐 쇼츠,나이키 윈드러너,쇼츠,쇼츠,"65,000 원",W,1,1,1,1,1
https://www.nike.com/kr/t/스윔-여성-보드-쇼츠-caSe9zmA/DM3745-010,여성 보드 쇼츠,나이키 스윔,쇼츠,쇼츠,"79,000 원",W,1,0,0,0,0
https://www.nike.com/kr/t/에어로스위프트-여성-드라이-핏-adv-미드라이즈-브리프-라인드-3인치-러닝-쇼츠-sKfhxF4d/FN2329-010,여성 드라이 핏 ADV 미드라이즈 브리프 라인드 3인치 러닝 쇼츠,나이키 에어로스위프트,쇼츠,쇼츠,"95,000 원",W,0,0,0,0,0
https://www.nike.com/kr/t/프로-365-여성-5인치-쇼츠-KrEzDs4M/CZ9832-010,여성 5인치 쇼츠,나이키 프로 365,쇼츠,쇼츠,"45,000 원",W,1,1,0,1,0
https://www.nike.com/kr/t/스포츠웨어-에센셜-여성-리펠-미드라이즈-쇼츠-gVwGyHYK/DM6761-010,여성 리펠 미드라이즈 쇼츠,나이키 스포츠웨어 에센셜,쇼츠,쇼츠,"45,000 원",W,0,1,0,0,0
https://www.nike.com/kr/t/스포츠웨어-에센셜-여성-하이라이즈-우븐-쇼츠-g7ibeQjS/DM6740-010,여성 하이라이즈 우븐 쇼츠,나이키 스포츠웨어 에센셜,쇼츠,쇼츠,"59,000 원",W,1,1,0,0,0
https://www.nike.com/kr/t/조던-브루클린-플리스-여성-쇼츠-vIQPNK5m/HJ1366-010,여성 쇼츠,조던 브루클린 플리스,쇼츠,쇼츠,"65,000 원",W,0,1,0,0,0
https://www.nike.com/kr/t/드라이-핏-템포-레이스-여성-러닝-쇼츠-6hmRMZcz/DD5936-100,여성 러닝 쇼츠,나이키 드라이 핏 템포 레이스,쇼츠,쇼츠,"49,000 원",W,0,1,0,0,0
https://www.nike.com/kr/t/스포츠웨어-칠-테리-여성-미드라이즈-4인치-프렌치-테리-쇼츠-LXY8MLSE/HF6941-051,여성 미드라이즈 4인치 프렌치 테리 쇼츠,나이키 스포츠웨어 칠 테리,쇼츠,쇼츠,"69,000 원",W,1,1,1,1,1
https://www.nike.com/kr/t/스윔-여성-보드-쇼츠-caSe9zmA/DM3745-410,여성 보드 쇼츠,나이키 스윔,쇼츠,쇼츠,"79,000 원",W,1,1,1,0,0
https://www.nike.com/kr/t/스포츠웨어-에브리씽-우븐-여성-미드라이즈-5인치-쇼츠-M0s56z8O/FV6623-370,여성 미드라이즈 5인치 쇼츠,나이키 스포츠웨어 에브리씽 우븐,쇼츠,쇼츠,"65,000 원",W,0,1,0,0,0
